,Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score
78,2011-04-26,12.629286,12.678214,12.476786,12.515,10.595192,338800000,0.10279117647058826
79,2011-04-27,12.58,12.583929,12.396429,12.505357,10.587029,356213200,0.15944893617021277
80,2011-04-28,12.363929,12.491071,12.34,12.383929,10.484228,360959200,0.021703448275862076
81,2011-04-29,12.385,12.641071,12.381071,12.504643,10.586424,1006345200,0.17004166666666667
82,2011-05-02,12.490714,12.516786,12.339286,12.367143,10.470015,442713600,0.03331551724137931
83,2011-05-03,12.428214,12.496071,12.343571,12.435714,10.528066,313348000,0.15963488372093027
84,2011-05-04,12.437857,12.565357,12.388571,12.484643,10.569492,389250400,0.17161463414634145
85,2011-05-05,12.442857,12.533929,12.358929,12.383929,10.484228,335969200,0.1532866666666667
86,2011-05-06,12.488929,12.5,12.364643,12.380714,10.481507,280134400,0.04215416666666668
87,2011-05-09,12.423571,12.471429,12.376071,12.414286,10.509929,204747200,0.09462800000000002
88,2011-05-10,12.460357,12.488929,12.380714,12.480357,10.565863,282091600,0.05506499999999999
89,2011-05-11,12.465,12.5,12.33,12.401071,10.498741,336000000,-0.010941666666666674
90,2011-05-12,12.361429,12.397143,12.223929,12.3775,10.478786,322000000,-0.05311714285714285
91,2011-05-13,12.345,12.366071,12.155357,12.160714,10.295254,326116000,0.10232195121951221
92,2011-05-16,12.114286,12.186429,11.878571,11.903571,10.077556,449775200,0.08162888888888888
93,2011-05-17,11.857143,12.005,11.811786,12.005,10.163424,452334400,0.16617222222222225
94,2011-05-18,12.016786,12.180357,12.0,12.138214,10.276207,334776400,-0.0236425
95,2011-05-19,12.217143,12.228929,12.095357,12.161786,10.296163,261170000,0.0534775
96,2011-05-20,12.127143,12.176786,11.965,11.972143,10.135609,337968400,-0.004326666666666668
97,2011-05-23,11.784643,11.999286,11.765,11.942857,10.110815,383600000,0.1234275
98,2011-05-24,11.982143,11.996429,11.833571,11.863929,10.043998,321927200,0.19121219512195123
99,2011-05-25,11.908214,12.091429,11.8875,12.027857,10.182778,294224000,0.09815116279069762
100,2011-05-26,11.998929,12.031786,11.943929,11.964286,10.128957,222560800,0.172974358974359
101,2011-05-27,11.957143,12.058214,11.939643,12.050357,10.201824,203599200,-0.011399999999999995
102,2011-05-31,12.182143,12.4225,12.178571,12.4225,10.516884,417754400,0.06986363636363636
103,2011-06-01,12.459643,12.576071,12.308929,12.339643,10.446733,554682800,0.07101052631578948
104,2011-06-02,12.375,12.427857,12.296429,12.360714,10.464572,338783200,0.08605428571428571
105,2011-06-03,12.256429,12.333214,12.214643,12.265714,10.384147,313250000,0.04172857142857143
106,2011-06-06,12.346429,12.394643,12.064643,12.072857,10.220874,461941200,0.0821875
107,2011-06-07,12.0775,12.079286,11.853571,11.858571,10.039462,529785200,0.07710285714285715
108,2011-06-08,11.849286,11.957143,11.808929,11.865714,10.04551,333723600,0.07861904761904762
109,2011-06-09,11.901786,11.916786,11.8125,11.838929,10.02283,275088800,0.11668604651162791
110,2011-06-10,11.805357,11.845,11.625357,11.639286,9.853809,433955200,-0.026134782608695662
111,2011-06-13,11.685714,11.725357,11.609643,11.664286,9.874976,329473200,0.06492321428571429
112,2011-06-14,11.785714,11.901786,11.761071,11.872857,10.051554,334569200,0.10532432432432433
113,2011-06-15,11.776786,11.796429,11.602857,11.669643,9.879515,399196000,0.10972499999999998
114,2011-06-16,11.675,11.738571,11.368929,11.612857,9.831438,510591200,0.06128139534883722
115,2011-06-17,11.749643,11.758929,11.405714,11.437857,9.683283,615020000,0.02913076923076923
116,2011-06-20,11.334286,11.346429,11.089286,11.261429,9.533917,640645600,0.09425555555555556
117,2011-06-21,11.31,11.635714,11.257143,11.617857,9.835672,493382400,0.15810263157894736
118,2011-06-22,11.612857,11.746429,11.513571,11.521786,9.754337,390583200,0.15918717948717948
119,2011-06-23,11.390714,11.846071,11.361429,11.829643,10.014969,559759200,0.025205555555555554
120,2011-06-24,11.834643,11.898214,11.610357,11.655357,9.867421,439807200,-0.05188285714285715
121,2011-06-27,11.699643,11.925,11.6875,11.858571,10.039462,339813600,0.031185365853658536
122,2011-06-28,11.916071,12.025,11.908571,11.973571,10.136822,294299600,0.0167
123,2011-06-29,12.001429,12.013214,11.852857,11.93,10.099931,352545200,-0.03634081632653062
124,2011-06-30,11.953571,12.004643,11.887143,11.988214,10.149218,322954800,0.039264705882352924
125,2011-07-01,11.998214,12.267857,11.935714,12.259286,10.378707,435313200,0.0938974358974359
126,2011-07-05,12.25,12.493929,12.232143,12.479643,10.565262,355054000,0.04651212121212122
127,2011-07-06,12.4625,12.646429,12.3825,12.562857,10.635708,444626000,0.1342439024390244
128,2011-07-07,12.666786,12.785714,12.642857,12.757143,10.800191,399663600,0.0689952380952381
129,2011-07-08,12.619286,12.857143,12.578571,12.846786,10.876081,489633200,0.08595652173913043
130,2011-07-11,12.726429,12.848929,12.600714,12.642857,10.703433,442674400,-0.027060000000000025
131,2011-07-12,12.626071,12.774286,12.450714,12.633929,10.695877,451609200,0.03842105263157895
132,2011-07-13,12.7975,12.857143,12.727857,12.786429,10.824985,391638800,0.13565999999999998
133,2011-07-14,12.893214,12.914643,12.726429,12.7775,10.817428,430533600,0.03249374999999999
134,2011-07-15,12.898929,13.035714,12.8275,13.032857,11.033609,484467200,-0.046202631578947356
135,2011-07-18,13.051071,13.380357,13.045714,13.35,11.302108,572653200,-0.008035555555555553
136,2011-07-19,13.5,13.523214,13.332857,13.458929,11.394322,819145600,-0.02476296296296296
137,2011-07-20,14.147143,14.1525,13.785714,13.817857,11.698188,941340400,-0.01715238095238095
138,2011-07-21,13.819643,13.930714,13.710714,13.831786,11.709982,526534400,0.01697058823529411
139,2011-07-22,13.868571,14.108929,13.848214,14.046429,11.8917,516728800,0.1377235294117647
140,2011-07-25,13.941071,14.285714,13.915,14.232143,12.048926,589806000,0.04574772727272727
141,2011-07-26,14.285714,14.446429,14.274286,14.4075,12.197382,476582400,-0.04445681818181817
142,2011-07-27,14.306786,14.38,14.005357,14.021071,11.870234,659324400,0.1910853658536586
143,2011-07-28,13.986429,14.178214,13.861786,13.993571,11.846947,594034000,0.1493878787878788
144,2011-07-29,13.844286,14.1125,13.714286,13.945714,11.806434,632584400,-0.1092860465116279
145,2011-08-01,14.206429,14.267857,14.013214,14.169643,11.996015,612836000,0.0967121951219512
146,2011-08-02,14.201786,14.210714,13.869643,13.889643,11.758965,639539600,0.06576000000000001
147,2011-08-03,13.963571,14.055357,13.651429,14.020357,11.869628,732508000,-0.03762777777777778
148,2011-08-04,13.9075,13.975714,13.476786,13.4775,11.410043,871407600,0.045291836734693905
149,2011-08-05,13.587143,13.696429,12.948929,13.343571,11.29666,1204590800,-0.023507894736842106
150,2011-08-08,12.9175,13.134643,12.607857,12.614643,10.679553,1143833600,0.037054
151,2011-08-09,12.903571,13.378929,12.678571,13.3575,11.308454,1082583600,0.11279130434782604
152,2011-08-10,13.255357,13.380357,12.946429,12.988929,10.996421,878656800,-0.11576666666666667
153,2011-08-11,13.232857,13.408929,13.025714,13.346429,11.299082,741969200,0.003516666666666665
154,2011-08-12,13.5025,13.558571,13.365357,13.463929,11.398554,528976000,-0.0905102564102564
155,2011-08-15,13.558214,13.748929,13.503214,13.693214,11.592669,460544000,0.12254761904761907
156,2011-08-16,13.625714,13.691786,13.430714,13.588571,11.504076,498750000,0.06316153846153844
157,2011-08-17,13.653929,13.732857,13.5,13.587143,11.50287,442061200,0.15430277777777776
158,2011-08-18,13.244286,13.308929,12.906071,13.073214,11.067775,851435200,0.012225581395348831
159,2011-08-19,12.934643,13.107143,12.714286,12.715357,10.764815,775888400,0.02440333333333334
160,2011-08-22,13.018214,13.031429,12.681786,12.73,10.777212,535315200,-0.00962258064516129
161,2011-08-23,12.867857,13.344286,12.75,13.342857,11.296056,656835200,0.03638717948717947
162,2011-08-24,13.338214,13.534286,13.235714,13.435,11.374064,626267600,0.10361999999999999
163,2011-08-25,13.038571,13.408929,13.035714,13.347143,11.299685,871346000,0.1625583333333334
164,2011-08-26,13.256071,13.707143,13.242857,13.699286,11.597811,641477200,0.09780000000000001
165,2011-08-29,13.863571,13.982143,13.857143,13.9275,11.791013,405269200,0.04308571428571428
166,2011-08-30,13.866071,13.994286,13.793214,13.928214,11.791617,417922400,0.1074891891891892
167,2011-08-31,13.948929,14.002857,13.637857,13.743929,11.635603,522586400,0.06490571428571429
168,2011-09-01,13.779286,13.833571,13.597143,13.608214,11.520705,343725200,0.00923243243243244
169,2011-09-02,13.383571,13.5,13.279643,13.358929,11.309663,438939200,-0.043318181818181825
170,2011-09-06,13.120357,13.583214,13.088571,13.562143,11.481704,509698000,-0.03661219512195121
171,2011-09-07,13.77,13.771429,13.642857,13.711786,11.60839,350576800,0.05531794871794872
172,2011-09-08,13.657143,13.878929,13.653929,13.719286,11.614742,416158400,-0.005794285714285719
173,2011-09-09,13.711786,13.785714,13.393571,13.481429,11.41337,564813200,-0.05370263157894736
174,2011-09-12,13.321429,13.602857,13.282143,13.569286,11.487751,467832400,0.03129215686274509
175,2011-09-13,13.647857,13.793214,13.580357,13.736429,11.629253,440560400,0.08885
176,2011-09-14,13.822143,14.0075,13.777143,13.903571,11.770757,534724400,0.13512926829268296
177,2011-09-15,13.979643,14.059286,13.925,14.034286,11.881416,417818800,0.10695111111111114
178,2011-09-16,14.126429,14.303571,14.108214,14.303571,12.109394,698513200,0.17362058823529414
179,2011-09-19,14.178571,14.758214,14.114286,14.701071,12.445916,823860800,0.08972592592592592
180,2011-09-20,14.830357,15.102143,14.685357,14.766071,12.500949,775754000,0.18278750000000005
181,2011-09-21,14.987143,15.056786,14.714286,14.719286,12.461337,605976000,0.059483333333333346
182,2011-09-22,14.3225,14.636429,14.167857,14.350714,12.149308,968480800,0.19861315789473688
183,2011-09-23,14.295714,14.526429,14.280357,14.439286,12.224291,546277200,0.029488235294117666
184,2011-09-26,14.280714,14.427857,13.975,14.398929,12.190121,812876400,0.04831142857142857
185,2011-09-27,14.5975,14.616071,14.216429,14.259286,12.071906,632497600,-0.029372340425531905
186,2011-09-28,14.2925,14.419286,14.161071,14.178929,12.003874,429637600,0.04330243902439025
187,2011-09-29,14.354286,14.364643,13.793214,13.948929,11.809155,651086800,-0.057825000000000015
188,2011-09-30,13.825714,13.888929,13.613571,13.618571,11.529479,547640800,-0.07541111111111112
189,2011-10-03,13.584643,13.665714,13.3275,13.378571,11.326289,669099200,0.0333657142857143
190,2011-10-04,13.3775,13.635714,12.651429,13.303571,11.262795,1233677200,-0.018342857142857154
191,2011-10-05,13.137857,13.565,12.867857,13.508929,11.436653,786469600,-0.07272142857142856
192,2011-10-06,13.333214,13.742143,13.278571,13.4775,11.410043,812582400,0.030146938775510213
193,2011-10-07,13.420714,13.490714,13.160357,13.207143,11.181161,535458000,0.070575
194,2011-10-10,13.538929,13.886071,13.5075,13.886071,11.755939,442514800,0.025882608695652173
195,2011-10-11,14.020357,14.399286,13.982143,14.296071,12.103049,605687600,-0.01922391304347825
196,2011-10-12,14.547857,14.616071,14.290714,14.363929,12.160496,622286000,0.1953
197,2011-10-13,14.463571,14.586786,14.3875,14.586786,12.349167,426185200,0.1450138888888889
198,2011-10-14,14.886786,15.071429,14.831071,15.071429,12.759466,573367200,-0.04214222222222223
199,2011-10-17,15.062143,15.239286,14.855,14.999643,12.69869,686044800,0.03253461538461538
200,2011-10-18,15.062857,15.171786,14.856786,15.08,12.766717,881602400,0.11321860465116279
201,2011-10-19,14.333929,14.586429,14.207143,14.236429,12.052556,1104059600,0.05763023255813953
202,2011-10-20,14.285714,14.298214,14.078929,14.118214,11.95247,549270400,-0.006190322580645164
203,2011-10-21,14.217857,14.255,13.955357,14.031071,11.878696,621244400,0.014158139534883695
204,2011-10-24,14.149286,14.517857,14.121429,14.491786,12.268737,502138000,0.07964285714285715
205,2011-10-25,14.465357,14.519643,14.192143,14.206071,12.026853,430427200,0.0392560975609756
206,2011-10-26,14.348571,14.376786,14.041071,14.307143,12.112417,456304800,0.020499999999999997
207,2011-10-27,14.555714,14.607143,14.353214,14.453214,12.236088,494664800,0.03773333333333332
208,2011-10-28,14.392857,14.5125,14.375357,14.4625,12.243945,322842800,0.1520378378378378
209,2011-10-31,14.372143,14.618929,14.323214,14.456429,12.238805,385501200,0.16309148936170212
210,2011-11-01,14.193214,14.267857,14.043571,14.161071,11.988756,531790000,-0.04155588235294118
211,2011-11-02,14.288929,14.301429,14.111071,14.193214,12.015968,327350800,0.12130000000000002
212,2011-11-03,14.2525,14.407143,14.12,14.395357,12.187101,441386400,0.06402702702702705
213,2011-11-04,14.358214,14.408571,14.255714,14.294286,12.101534,302229200,-0.10322325581395352
214,2011-11-07,14.2825,14.285714,14.1475,14.276071,12.086115,270275600,0.05941363636363637
215,2011-11-08,14.364643,14.571429,14.341429,14.508214,12.282646,400442000,0.004184615384615389
216,2011-11-09,14.1775,14.3175,14.079643,14.117143,11.951566,558684000,-0.09575
217,2011-11-10,14.179643,14.186071,13.648214,13.757857,11.647394,744752400,0.05378837209302326
218,2011-11-11,13.8075,13.882143,13.580714,13.736429,11.629253,653786000,0.1433414634146341
219,2011-11-14,13.697143,13.758929,13.507143,13.545,11.46719,432905200,-0.013164444444444442
220,2011-11-15,13.6,13.910714,13.551786,13.886786,11.756548,430810800,0.009022916666666672
221,2011-11-16,13.901786,13.969286,13.725714,13.741786,11.633789,349210400,-0.03343428571428571
222,2011-11-17,13.713571,13.735,13.410714,13.478929,11.411254,479900400,-0.10255714285714286
223,2011-11-18,13.532857,13.571071,13.388571,13.390714,11.336568,371938000,0.09782857142857143
224,2011-11-21,13.228571,13.274286,13.068214,13.178929,11.157273,447980400,-0.017181249999999985
225,2011-11-22,13.250714,13.4975,13.247857,13.446786,11.384045,409021200,0.1723681818181818
226,2011-11-23,13.375357,13.422857,13.102857,13.106786,11.096198,428271200,0.10727631578947369
227,2011-11-25,13.157857,13.255357,12.975714,12.984643,10.992792,254760800,0.0053714285714285635
228,2011-11-28,13.298214,13.454286,13.226071,13.432857,11.372248,346413200,0.018575609756097566
229,2011-11-29,13.422857,13.529643,13.221429,13.328571,11.283963,375855200,-0.0034613636363636487
230,2011-11-30,13.6175,13.652857,13.510714,13.65,11.556086,405938400,0.008510000000000002
231,2011-12-01,13.662143,13.892857,13.598214,13.854643,11.729333,387181200,0.07107804878048779
232,2011-12-02,13.9225,14.058214,13.877857,13.917857,11.782849,379055600,-0.15426052631578951
233,2011-12-05,14.053214,14.1575,13.9425,14.036071,11.882932,357210000,0.004955263157894733
234,2011-12-06,14.018214,14.093929,13.906429,13.9625,11.820642,283598000,-0.05070731707317073
235,2011-12-07,13.926071,13.962143,13.812857,13.896071,11.764405,304746400,0.10584473684210528
236,2011-12-08,13.980357,14.125,13.936786,13.952143,11.811874,376356400,0.09844736842105262
237,2011-12-09,14.030357,14.072857,13.965357,14.057857,11.901375,296993200,0.049766666666666674
238,2011-12-12,13.988571,14.067857,13.908929,13.994286,11.847555,301067200,0.13804318181818181
239,2011-12-13,14.035714,14.121429,13.825,13.886071,11.755939,338928800,0.2896945945945946
240,2011-12-14,13.810714,13.835,13.488571,13.578214,11.49531,406887600,0.030745238095238072
241,2011-12-15,13.690357,13.705,13.511071,13.533571,11.457515,256200000,0.06260750000000001
242,2011-12-16,13.584286,13.719643,13.556071,13.607857,11.520406,421478400,0.09374888888888887
243,2011-12-19,13.659643,13.744643,13.588571,13.650357,11.556387,235530400,0.1790477272727273
244,2011-12-20,13.848571,14.146429,13.830714,14.141071,11.971824,337215200,0.10828717948717949
245,2011-12-21,14.1675,14.189286,14.000357,14.158929,11.986942,262948000,0.1515909090909091
246,2011-12-22,14.178571,14.254643,14.146429,14.233929,12.050438,202358800,0.1920000000000001
247,2011-12-23,14.274643,14.413929,14.2675,14.404643,12.194963,269399200,0.11097499999999996
248,2011-12-27,14.396429,14.610357,14.393571,14.518929,12.291717,265076000,0.23247931034482766
249,2011-12-28,14.531786,14.580357,14.333571,14.38,12.174098,228662000,-0.023147619047619045
250,2011-12-29,14.407143,14.4875,14.303929,14.468571,12.249084,215978000,0.16912631578947368
251,2011-12-30,14.411071,14.51,14.410357,14.464286,12.245459,179662000,-0.07856799999999999
252,2012-01-03,14.621429,14.732143,14.607143,14.686786,12.433825,302220800,0.06812666666666667
253,2012-01-04,14.642857,14.81,14.617143,14.765714,12.500645,260022000,0.2195548387096774
254,2012-01-05,14.819643,14.948214,14.738214,14.929643,12.639427,271269600,-0.018081578947368403
255,2012-01-06,14.991786,15.098214,14.972143,15.085714,12.771555,318292800,0.035418749999999985
256,2012-01-09,15.196429,15.276786,15.048214,15.061786,12.751299,394024400,-0.02803478260869565
257,2012-01-10,15.211071,15.214286,15.053571,15.115714,12.796953,258196400,0.04902749999999999
258,2012-01-11,15.095714,15.101786,14.975357,15.091071,12.776093,215084800,0.007294285714285715
259,2012-01-12,15.081429,15.103571,14.955357,15.049643,12.741019,212587200,0.01601351351351351
260,2012-01-13,14.989286,15.016071,14.952143,14.993214,12.693248,226021600,0.03355555555555556
261,2012-01-17,15.15,15.213929,15.105714,15.167857,12.841103,242897200,0.12985897435897437
262,2012-01-18,15.248571,15.338214,15.225,15.325357,12.974442,276791200,0.031181249999999997
263,2012-01-19,15.3625,15.406071,15.2325,15.276786,12.933318,261738400,-0.020012195121951227
264,2012-01-20,15.2675,15.267857,14.991071,15.010714,12.708064,413974400,0.02679473684210525
265,2012-01-23,15.095357,15.301786,15.082143,15.264643,12.923041,306062400,0.07031739130434785
266,2012-01-24,15.182143,15.182143,14.983929,15.014643,12.711389,547638000,0.061923076923076914
267,2012-01-25,16.23,16.230356,15.8475,15.952143,13.505075,958314000,-0.009769047619047613
268,2012-01-26,16.012857,16.028214,15.826429,15.879643,13.443696,323985200,0.08521463414634146
269,2012-01-27,15.869286,16.017143,15.848929,15.974286,13.523824,299709200,0.09203809523809522
270,2012-01-30,15.918214,16.210714,15.906786,16.178928,13.697076,379341200,0.15933488372093021
271,2012-01-31,16.27107,16.365713,16.18107,16.302856,13.801991,391683600,0.0981291666666667
272,2012-02-01,16.371786,16.3925,16.269644,16.2925,13.793222,270046000,0.05906590909090909
273,2012-02-02,16.282143,16.327499,16.213572,16.254286,13.76087,186796400,0.05104905660377358
274,2012-02-03,16.332144,16.428572,16.27,16.417143,13.898745,286599600,0.03898510638297872
275,2012-02-06,16.370714,16.606428,16.364286,16.570356,14.028459,249412800,0.2074615384615385
276,2012-02-07,16.616072,16.776787,16.592142,16.743929,14.175399,316223600,0.2410024390243902
277,2012-02-08,16.803572,17.028214,16.775,17.024286,14.412753,407890000,0.10521707317073169
278,2012-02-09,17.17,17.741072,17.162857,17.613214,14.911336,884214800,0.16165600000000002
279,2012-02-10,17.534286,17.772142,17.448214,17.622143,14.918894,631302000,0.15702058823529408
280,2012-02-13,17.840357,17.993929,17.753214,17.950001,15.196459,517216000,0.11379090909090905
281,2012-02-14,18.023571,18.19857,17.928572,18.195,15.403874,460398400,-0.02434242424242425
282,2012-02-15,18.366428,18.79607,17.746071,17.77393,15.047395,1506120000,0.11223617021276594
283,2012-02-16,17.553572,18.031786,17.379642,17.936071,15.184669,944552000,0.022522222222222235
284,2012-02-17,17.968214,18.134644,17.867857,17.932858,15.181952,535805200,-0.03668695652173912
285,2012-02-21,18.102858,18.387501,18.004286,18.387501,15.566845,605595200,0.07617948717948718
286,2012-02-22,18.324286,18.410357,18.18107,18.322857,15.512125,483302400,0.017839534883720917
287,2012-02-23,18.395714,18.493929,18.196428,18.442499,15.61341,568027600,-0.0017848484848484766
288,2012-02-24,18.559643,18.674999,18.522858,18.657499,15.795432,415072000,-0.028897959183673463
289,2012-02-27,18.618214,18.875,18.438572,18.777143,15.896724,547582000,0.16348888888888885
290,2012-02-28,18.855715,19.121786,18.780357,19.121786,16.188494,600387200,-0.07933513513513513
291,2012-02-29,19.341429,19.557501,19.132143,19.372856,16.401049,952011200,0.1242
292,2012-03-01,19.577499,19.57893,19.241785,19.445356,16.462429,683270000,0.028543902439024382
293,2012-03-02,19.437143,19.52857,19.375713,19.470715,16.483894,431712400,0.08817714285714283
294,2012-03-05,19.479286,19.552856,18.785713,19.04143,16.120466,809124400,-0.018581578947368425
295,2012-03-06,18.702143,19.060356,18.436428,18.937857,16.032778,810238800,0.0866268292682927
296,2012-03-07,19.171429,19.206429,18.689285,18.953215,16.045782,798520800,0.03585555555555556
